Source,Reference,Prediction,Sentence_BLEU
Antibody levels decreased significantly at 8 - 14 weeks compared with 2 - 8 weeks after the second dose.,Nồng độ kháng thể giảm có ý nghĩa lúc 8-14 tuần so với 2-8 tuần sau tiêm mũi hai.,Nồng độ kháng thể giảm đáng kể từ 8-14 tuần so với 2-8 tuần sau liều thứ hai.,59.827923816588815
"Knowledge, attitude and practicalnurser in routine hand washing of nurses at Thai Binh children’s hospital in 2020","Kiến thức, thái độ và thực hành rửa tay thường quy của điều dưỡng viên tại Bệnh viện Nhi Thái Bình năm 2020","Kiến thức, thái độ và thực hành điều dưỡng trong rửa tay thường xuyên của điều dưỡng tại bệnh viện nhi Thái Bình năm 2020",46.51726923491052
The purpose of this study is to describe the incidence of anaphylactic reactions after Oxford / AstraZeneca vaccination and management of such reactions.,Nghiên cứu nhằm xác định thực trạng phản vệ sau tiêm vắc xin AstraZeneca và kết quả điều trị.,Mục đích của nghiên cứu này là mô tả tỷ lệ phản ứng kháng thuốc sau tiêm vắc xin Oxford / AstraZeneca và điều trị các phản ứng như vậy.,10.985970458010323
AstraZeneca vaccination is safe and anaphylactic reaction management is successful.,Tiêm vắc xin AstraZeneca rất an toàn ít gặp phản vệ và kết quả điều trị tốt.,Vắc xin AstraZeneca an toàn và quản lý phản ứng kháng thuốc thành công.,6.999461716671591
87.5% of anaphylactic reactions happened within the first 24 hours with 45.2% happened within the first 30 minutes.,"Thời gian xảy ra phản vệ: 23 bệnh nhân (45,2%) trong 30 phút đầu là; 42 bệnh nhân (87,5%) trong 24 giờ đầu.","87,5% phản ứng kháng thuốc xảy ra trong vòng 24 giờ đầu tiên với 45,2% xảy ra trong vòng 30 phút đầu tiên.",10.552845833003255
One case of grade 3 anaphylaxis and two cases of grade 2 anaphylaxis all occurred within 30 minutes of vaccination.,Có 1 bệnh nhân phản vệ độ 3 và 2 bệnh nhân phản vệ độ 2 sau tiêm trong vòng 30 phút.,Một trường hợp giảm phòng cấp 3 và hai trường hợp giảm phòng cấp 2 đều xảy ra trong vòng 30 phút sau tiêm chủng.,12.920725243713852
Clinical and subclinical characteristics of pulmonary tuberculosis in patients with diabetes at Thai Nguyen tuberculosis and lung disease hospital,"Đặc điểm lâm sàng, cận lâm sàng của lao phổi của bệnh nhân đái tháo đường type 2 tại bệnh viện Lao và bệnh Phổi Thái Nguyên",Đặc điểm lâm sàng và cận lâm sàng của lao phổi ở bệnh nhân đái tháo đường tại bệnh viện lao phổi Thái Nguyên,44.16597009693515
"At Thai Nguyen Tuberculosis and Lung Disease Hospital, there has not been much research on this issue, so we conducted this study with the aim of describing the clinical and subclinical characteristics of pulmonary tuberculosis in patients Type 2 diabetes with research methods that describe cross-sectional designs, combining retrospective and prospective studies.","Mô tả đặc điểm lâm sàng và cận lâm sàng của lao phổi ở bệnh nhân đái tháo đường type 2 với phương pháp nghiên cứu mô tả thiết kế cắt ngang, kết hợp hồi cứu và tiến cứu.","Tại Bệnh viện lao và bệnh phổi Thái Nguyên, chưa có nhiều nghiên cứu về vấn đề này, vì vậy chúng tôi tiến hành nghiên cứu nhằm mô tả đặc điểm lâm sàng và cận lâm sàng của lao phổi ở bệnh nhân đái tháo đường type 2 với phương pháp nghiên cứu mô tả thiết kế cắt ngang, kết hợp nghiên cứu hồi cứu và tiến cứu.",52.39281793061488
The study results showed that the mean age ± SD of patients with tuberculosis with diabetes was 58 ± 13 years older than patients with simple tuberculosis (42.27 ± 18) (p = 0.001).,"Kết quả nghiên cứu cho thấy tuổi trung bình của bệnh nhân mắc lao phổi kèm đái tháo đường cao hơn 58 ± 13 tuổi so với bệnh nhân lao phổi đơn thuần (42,27 ± 18) (p= 0,001).","Kết quả nghiên cứu cho thấy tuổi trung bình ± SD của bệnh nhân lao đái tháo đường cao hơn 58 ± 13 tuổi so với bệnh nhân lao đơn giản (42,27 ± 18) (p = 0,001).",73.19965132775812
"Mild fever in the afternoon, hiss, snoring rale was more common in patients with pulmonary tuberculosis with diabetes (p <0.05), but more weight loss was seen in the pulmonary tuberculosis group (p <0.05).","Sốt nhẹ về chiều, rale rít, rale ngáy thấy nhiều hơn ở bệnh nhân lao phổi kèm đái tháo đường (p < 0,05), nhưng sụt cân thấy nhiều hơn ở nhóm lao phổi đơn thuần (p < 0,05).","Bệnh nhân lao phổi đái tháo đường (p < 0,05), sốt nhẹ vào buổi chiều, thở phì, ngáy cao hơn, nhưng nhóm lao phổi giảm cân nhiều hơn (p < 0,05).",36.704789331560484
"Cave lesions and mediastinal lesions on X-ray were more common in patients with tuberculosis with diabetes (27.9% and 62.8%, respectively) compared with patients with pulmonary tuberculosis (6.5% and 43.5%, respectively).","Tổn thương hang và tổn thương thuỳ giữa trên X-quang thấy nhiều hơn ở bệnh nhân lao phổi kèm đái tháo đường (lần lượt là 27,9% và 628%) so với bệnh nhân lao phổi đơn thuần (lần lượt là 6,5% và 43,5%).","Các tổn thương vách và tổn thương giữa dạ dày trên X-quang thường gặp hơn ở bệnh nhân lao đái tháo đường (27,9% và 62,8%, tương ứng) so với bệnh nhân lao phổi (6,5% và 43,5%).",40.14222416487609
Evaluation of risk of malignancy of operated thyroid nodules classified as bethesda III/ IV,Khảo sát nguy cơ ác tính của hạt giáp nhóm Bethesda III/ IV sau phẫu thuật,Đánh giá nguy cơ u ác tính của các nốt tuyến giáp được phẫu thuật theo loại bethesda III / IV,14.64087843918566
We aimed to evaluate the left ventricular function before and after implantation of cardiac resynchronization therapy (CRT) device by using tissue Doppler echocardiography.,Đánh giá chức năng thất trái của bệnh nhân trước và sau cấy máy tái đồng bộ cơ tim (CRT) bằng phương pháp siêu âm tim đánh dấu mô ở bệnh nhân suy tim nặng.,Chúng tôi nhằm đánh giá chức năng thất trái trước và sau khi ghép thiết bị điều trị tái đồng bộ tim (CRT) bằng cách sử dụng siêu âm Doppler mô tim.,26.813347808499508
"Methods: A prospective longitudinal follow-up in 33 patients with severe heart failure (left ventricular ejection fraction ≤ 35%) and QRS duration ≥ 120 ms, who underwent a CRT device implantation in Vietnam National Heart Institute - Bach Mai Hospital.","Phương pháp nghiên cứu: Tiến cứu có theo dõi dọc, sử dụng cỡ mẫu thuận tiện trên 22 bệnh nhân suy tim nặng EF ≤ 35% có QRS ≥ 120 ms được cấy máy tái đồng bộ cơ tim (CRT) tại viện Tim mạch - Bệnh viện Bạch Mai.","Đối tượng và phương pháp nghiên cứu: Nghiên cứu tiến cứu theo dõi đường dài trên 33 bệnh nhân suy tim nặng (phân tích thoát vị thất trái ≤ 35%) và thời gian QRS ≥ 120 ms, được ghép thiết bị CRT tại Viện Tim mạch Việt Nam - Bệnh viện Bạch Mai.",26.5486369766045
"Results: The mean age was 60 years old and the proportion of males was 84, 8%.","Kết quả: Độ tuổi trung bình của nhóm bệnh nhân trong nghiên cứu là: 60 tuổi, nam giới chiếm 84,8%.","Kết quả: Tuổi trung bình là 60 tuổi và tỷ lệ nam là 84,8%.",11.7696134786338
"The pre-implantation baseline QRS duration was 133.9 ms At the time of discharge, 1 month and 3 months follow-up after implantation, the QRS duration was 124.4 ms; 115.6 ms; 111.8 ms, respectively.","Phức bộ QRS trước cấy trung bình là 133,9 ms cải thiện sau cấy, sau 1 tháng và 3 tháng theo dõi (lần lượt là: 124,4 ms; 115,6 ms; 111,8 ms).","Thời gian QRS trước ghép cấy là 133,9 ms Tại thời điểm xuất viện, 1 tháng và 3 tháng theo dõi sau ghép cấy, thời gian QRS lần lượt là 124,4 ms; 115,6 ms; 111,8 ms.",40.003810431098245
The severity of mitral regurgitation was improved and the systolic pulmonary artery pressure was decreased significantly after CRT implantation and during follow-up (p<0.05).,"Các bệnh nhân cải thiện rõ rệt mức độ hở van hai lá và giảm áp lực động mạch phổi tâm thu có ý nghĩa thống kê sau cấy CRT và trong thời gian theo dõi (p < 0,05).","Độ nghiêm trọng của đòn nhĩ được cải thiện và áp lực động mạch phổi do sốc giảm đáng kể sau khi ghép CRT và trong thời gian theo dõi (p < 0,05).",39.30051537518178
"The diastolic left ventricular function improved significantly from 1 month follow-up after CRT implantation with a decrease in the E / e' index, and e', a' and s' indices were increased (p<0.05).","Chức năng tâm trương cải thiện có ý nghĩa thống kê từ tháng thứ 1 sau cấy CRT thông qua việc giảm chỉ số E / e ', tăng chỉ số e'; a '; s' (p < 0,05).","Chức năng thất trái diastolic cải thiện đáng kể từ 1 tháng theo dõi sau ghép CRT với giảm chỉ số E / e ' và tăng chỉ số e', a ' và s ' (p < 0,05).",33.99086932179836
The left ventricular global longitudinal strain was improved significantly from 1 month follow-up after CRT implantation.,Sức căng cơ tim cải thiện sau cấy CRT 1 tháng.,Bệnh nhân được theo dõi 1 tháng sau khi ghép CRT có cải thiện đáng kể căng thẳng dọc thất trái.,5.809665204409192
"Conclusions: Patients, who underwent CRT implantation, had a reduction of the QRS duration from 133.9 ms to 111.8 ms after 3 months follow-up.","Kết luận: Các bệnh nhân được cấy máy tái đồng bộ cơ tim có thu hẹp phức bộ QRS từ 133,9 ms xuống còn 111,8 ms sau 3 tháng.","Kết luận: Bệnh nhân được ghép CRT giảm thời gian QRS từ 133,9 ms xuống còn 111,8 ms sau 3 tháng theo dõi.",38.64243167493305
Evaluation of the result of intracranial aneurysm microsurgical treatment by clipping,Đánh giá kết quả điều trị phình động mạch não bằng phẫu thuật kẹp clip vi phẫu,Đánh giá kết quả điều trị vi mạch màng phổi nội sọ bằng cắt,31.25172592246403
"Three genes p53, rarα1, wnt and liver of Medaka fish tissue were selected to study the toxicity of DDT to fish embryo (8 days old) and adult Medaka fish (3 months old).","Ba gen p53, rarα1, wnt và gan cá Medaka được lựa chọn để nghiên cứu độc tính của Dichlorodiphenyl-trichloroethane (DDT) đến phôi cá (08 ngày tuổi) và cá Medaka trưởng thành (03 tháng tuổi).","Ba gen p53, rarα1, wnt và gan của mô cá Medaka được chọn lọc để nghiên cứu độc tính của DDT đối với phôi cá (8 ngày) và cá Medaka trưởng thành (3 tháng).",50.42180569027976
TEM and real-time PCR methods were used to examine changes in structure of liver tissue and genetic expression.,Phương pháp TEM và real-time PCR được sử dụng để kiểm tra sự thay đổi trong cấu trúc mô gan và sự biểu hiện của gen.,Phương pháp TEM và PCR thời gian thực được sử dụng để kiểm tra các thay đổi cấu trúc mô gan và biểu hiện di truyền.,44.06189608707619
The TEM results recorded a clear difference between the control and the experimental sample.,Kết quả chụp TEM ghi nhận sự khác biệt rõ ràng giữa mẫu đối chứng và mẫu thử nghiệm.,Kết quả TEM ghi nhận sự khác biệt rõ ràng giữa mẫu chứng và mẫu thử nghiệm.,72.92864475457375
"Adult Medaka fish exposed to 1 μg / L DDT for 24 hours has a distorted liver cell nucleus with many hollow lipid particles, and the sinus-shaped meshes are clustered, interrupted; lysosome is not intact with many degenerative bubbles.","Cá Medaka trưởng thành phơi nhiễm với 1 μg / L DDT trong 24 h có nhân tế bào gan méo mó, xuất hiện nhiều hạt lipit rỗng, các tấm lưới hình sin bị co cụm, đứt đoạn; lysosome không còn nguyên vẹn, xuất hiện nhiều bong bóng thoái hoá.","Cá Medaka trưởng thành tiếp xúc với 1 μg / L DDT trong 24 giờ có một hạt nhân tế bào gan bị biến dạng với nhiều hạt lipid trống rỗng, và các lưới hình dạng xoang được tập hợp, bị gián đoạn; Lysosome không còn nguyên vẹn với nhiều bong bong thoái hóa.",29.055935696060406
"The results of real-time PCR analysis showed that DDT affects the development, different and proliferation of cells in the embryonic stage and gene expression in adult stage.","Kết quả chạy real-time PCR cho thấy DDT ảnh hưởng đến sự phát triển, biệt hoá và tăng sinh của tế bào ở giai đoạn phôi và biểu hiện gen ở giai đoạn trưởng thành.","Kết quả phân tích PCR thời gian thực cho thấy DDT ảnh hưởng đến sự phát triển, sự khác biệt và gia tăng tế bào ở giai đoạn phôi thai và biểu hiện gen ở giai đoạn trưởng thành.",57.25151998332572
"All three genes p53, rarα1 and wnt in fish embryos changed strongly and tended to be inhibited when exposuring with 1700 μg / L DDT, the values were recorded respectively 0.9; 4.9 and 5.4 times compared to the control sample (1 times).","Cả ba gen p53, rarα1 và wnt ở phôi cá đã biến đổi mạnh mẽ và có xu hướng bị ức chế khi phơi nhiễm với 1700 μg / L DDT, các giá trị ghi nhận lần lượt là 0,9; 4,9 và 5,4 lần so với mẫu đối chứng (1 lần).","Cả ba gen p53, rarα1 và wnt trong phôi cá đều thay đổi mạnh và có xu hướng bị ức chế khi tiếp xúc với 1700 μg / L DDT, các giá trị được ghi nhận lần lượt là 0,9; 4,9 và 5,4 lần so với mẫu đối chứng (1 lần).",75.8182929953559
"For adult fish, gene expression was lower than fish embryos with real-time PCR analysis values for the three genes p53, rarα1 and wnt respectively 0.9 and 0.5; 0.36 and 0.09; 0.53 and 0.09 times after exposure to 1500 and 1700 μg / L DDT.","Đối với cá trưởng thành, sự biểu hiện của gen thấp hơn so với phôi cá với các giá trị chạy real-time PCR ở ba gen p53, rarα1 và wnt lần lượt là 0,9 và 0,5; 0,36 và 0,09; 0,53 và 0,09 lần sau khi phơi nhiễm với 1500 và 1700 g / L DDT.","Đối với cá trưởng thành, biểu hiện gen thấp hơn các phôi cá với giá trị phân tích PCR thời gian thực cho ba gen p53, rarα1 và wnt tương ứng là 0,9 và 0,5; 0,36 và 0,09; 0,53 và 0,09 lần sau khi tiếp xúc với 1500 và 1700 μg / L DDT.",54.67117733911088
These results demonstrated that gene expression is dependent on the developmental stage of the cell as well as on the dose of the chemical exposed.,Kết quả này chứng tỏ rằng sự biểu hiện của gen phụ thuộc vào các giai đoạn phát triển của tế bào cũng như liều lượng của hoá chất phơi nhiễm.,Kết quả này cho thấy biểu hiện gen phụ thuộc vào giai đoạn phát triển của tế bào cũng như liều lượng hóa chất phơi nhiễm.,51.84730953948908
"The development, cell differentiation / proliferation in the embryonic and adulthood stages affected differently to the cell gene expression.",Sự biệt hoá cũng như phát triển và tăng sinh của tế bào ở giai đoạn phôi và trưởng thành ảnh hưởng khác nhau đến sự biểu hiện gen của tế bào.,"Sự phát triển, phân biệt tế bào / tăng sinh tế bào ở giai đoạn phôi thai và tuổi trưởng thành ảnh hưởng khác nhau đến biểu hiện gen tế bào.",43.14609863269488
"Preventive factors for hypertension in persons 30 years and older in Hai Chau district, Da Nang city","Các yếu tố dự phòng tăng huyết áp ở người dân từ 30 tuổi trở lên tại quận Hải Châu, thành phố Đà Nẵng","Các yếu tố phòng ngừa tăng huyết áp ở người từ 30 tuổi trở lên tại huyện Hải Châu, thành phố Đà Nẵng",61.73386945822787
Objective: To describe the clinical and subclinical characteristics of patients with persistent mass at Hanoi Obstetrics and Gynecology Hospital in 2020 - 2021.,"Mục tiêu: Mô tả đặc điểm lâm sàng, cận lâm sàng của người bệnh chảy máu do khối máu tụ - rau sau hút chửa trên SMLT tại bệnh viện Phụ Sản Hà Nội năm 2020-2021.",Mục tiêu: Mô tả đặc điểm lâm sàng và cận lâm sàng của bệnh nhân có khối lượng bền tại Bệnh viện Phụ sản Hà Nội năm 2020-2021.,40.181880193256035
Method: this is a cross-sectional study.,Phương pháp nghiên cứu: mô tả cắt ngang tiến cứu.,Phương pháp nghiên cứu: nghiên cứu cắt ngang.,39.388950604841476
Results: 32 cases of persistent mass included.,Kết quả: 32 trường hợp rong huyết và băng huyết có khối máu tụ-rau sau hút chửa trên SMLT.,Kết quả: 32 trường hợp có khối lượng liên tục.,22.828048148241496
"100% of patients suffered anemia, the persistent mass is less than 4 cm accounting for 75%.","100% bệnh nhân thiếu máu, khối máu tụ-rau có kích thước < 4cm chiếm 75%.","100% bệnh nhân bị thiếu máu, khối lượng kéo dài dưới 4 cm chiếm 75%.",38.021155610492436
Myometrial thickness > 2 m accounting for 75% of cases.,Độ dày cơ tử cung > 2m chiếm 75% trường hợp.,Độ dày màng não > 2 m chiếm 75% trường hợp.,44.08231875586728
"Conclusion: persistent mass leads to prolonged vaginal haemorrhage mainly, small size less than 4 cm and myometrial thickness > 2 mm is the main feature of the mass.","Kết luận: khối máu tụ-rau dẫn tới tình trạng rong huyết kéo dài là chủ yếu, kích thước nhỏ dưới 4 cm và độ dày của cơ > 2mm là đặc điểm chính của khối.","Kết luận: khối lượng liên tục dẫn đến xuất huyết âm đạo kéo dài chủ yếu, kích thước nhỏ dưới 4 cm và độ dày màng phổi > 2 mm là đặc điểm chính của khối lượng.",48.00487694138449
Factors related to walking rehabilitation for patients with hemiplegia due to ischemic stroke,Các yếu tố liên quan đến khả năng đi trên bệnh nhân liệt nửa người do nhồi máu não,Các yếu tố có liên quan đến phục hồi chức năng đi bộ ở bệnh nhân hạ thần kinh do đột quỵ thiếu máu,12.962472880491882
"Prophylaxis treatment of bleeding in patients with hemophilia A (HA) helps limit bleeding, prevent and minimize complications.","Dự phòng xuất huyết trên người bệnh hemophilia A (HA) giúp người bệnh hạn chế tình trạng xuất huyết, phòng ngừa và giảm thiểu hậu quả các biến chứng do bệnh gây ra.","Điều trị phòng ngừa chảy máu ở bệnh nhân thiếu máu A (HA) giúp hạn chế chảy máu, ngăn ngừa và giảm thiểu các biến chứng.",21.485169423180057
"Emicizumab is a prophylactic drug for HA, used in the European Union, the US, Japan and many countries around the world [10] with proven effectiveness and safety by many clinical studies [5].","Emicizumab là thuốc dự phòng xuất huyết trong điều trị bệnh HA, được sử dụng ở liên minh Châu Âu, Mỹ, Nhật Bản và nhiều nước trên thế giới [10] với hiệu quả và độ an toàn được chứng minh trong nhiều nghiên cứu lâm sàng [5].","Emicizumab là một loại thuốc dự phòng HA, được sử dụng ở Liên minh châu Âu, Hoa Kỳ, Nhật Bản và nhiều quốc gia trên thế giới [10] với hiệu quả và an toàn được chứng minh bằng nhiều nghiên cứu lâm sàng [5].",55.207404156391654
"However, the high cost of the drug is a huge barrier against wider application.","Tuy nhiên, chi phí cao trong dự phòng xuất huyết đối với người bệnh HA là rào cản khi chỉ định thuốc cho người bệnh.","Tuy nhiên, chi phí cao của thuốc là một rào cản lớn đối với việc áp dụng rộng rãi hơn.",22.37412062787337
"Thus, it is necessary to evaluate the feasibility of drug using in clinical practice based on a cost-effectiveness analysis, in which the first important step is to build up a specific model for Vietnamese patient population.","Do đó cần xem xét tính khả thi của việc lựa chọn thuốc trên lâm sàng dựa trên phân tích chi phí – hiệu quả, trong đó bước đầu tiên quan trọng là xây dựng mô hình phân tích chi phí –hiệu quả phù hợp với quần thể bệnh nhân Việt Nam.","Do đó, cần đánh giá tính khả thi sử dụng thuốc trong thực hành lâm sàng dựa trên phân tích chi phí hiệu quả, trong đó bước quan trọng đầu tiên là xây dựng mô hình cụ thể cho dân số bệnh nhân Việt Nam.",39.29651156008045
"Using modelling methods combined with literature review and consultation with clinical experts, the study builds a cost-effectiveness analysis model based on Microsoft Excel 2016 with a model structure factoring in the particular clinical settings of Vietnam.","Sử dụng phương pháp mô hình hoá kết hợp với tổng quan tài liệu và tham vấn ý kiến các chuyên lâm sang, nghiên cứu đã xây dựng mô hình phân tích chi phí – hiệu quả dựa trên phần mềm Microsoft Excel 2016 với cấu trúc mô hình phù hợp với bối cảnh lâm sàng tại Việt Nam.","Sử dụng phương pháp mô hình kết hợp với đánh giá văn bản và tư vấn với các chuyên gia lâm sàng, nghiên cứu xây dựng mô hình phân tích chi phí hiệu quả dựa trên Microsoft Excel 2016 với cấu trúc mô hình tính vào các thiết lập lâm sàng cụ thể của Việt Nam.",41.716451677618835
Treatment effects of first-line chemotherapy with paclitaxel – carboplatin regimen on patients with stage IV non-small cell lung cancer,Hiệu quả của phác đồ paclitaxel + carboplatin trong điều trị bước 1 ung thư phổi không tế bào nhỏ giai đoạn IV,Hiệu quả điều trị của hóa trị dòng đầu với chế độ paclitaxel  carboplatin trên bệnh nhân ung thư phổi không tế bào nhỏ giai đoạn IV,39.70866786826947
The study involved 171 consecutive patients scheduled for elective coronary surgery at Hanoi Heart Hospital from 6/2016 - 8/2018.,Nghiên cứu đánh giá biến đổi QRS trước và sau phẫu thuật cầu nối chủ vành.Đối tượng nghiên cứu: 171 bệnh nhân trải qua phẫu thuật cầu nối chủ vành tại Bệnh viện Tim Hà nội từ 6/2016 đến 8/2018.,Nghiên cứu có 171 bệnh nhân liên tiếp được điều trị phẫu thuật mạch vành chọn lọc tại Bệnh viện Tim Hà Nội từ tháng 6/2016 - tháng 8/2018.,17.74770550054913
"Main results: Mean age 65, 05 ± 7, 41 years; 78, 4% male.","Kết quả: Tuổitrung bình 65,05 ± 7,41 năm, chủ yếu là nam giới (78,4%).","Kết quả chính: Tuổi trung bình 65,05 ± 7,41 tuổi; nam chiếm 78,4%.",17.55945041116494
"The occurrence of hemodynamic instability (n=45, 26, 3%) was associated with a longer preoperative QRS duration.","Sự xuất hiện mất ổn định huyết động (n = 45; 26,3%) có liên quan đến QRS rộng trước phẫu thuật tồn tại sau phẫu thuật.","Sự bất ổn huyết động (n= 45,26,3%) có liên quan đến thời gian QRS lâu hơn trước mổ.",27.71396933392668
"The QRS duration was also longer (QRS ≥ 90 miligiây) in patients who developed acute heart failure need inotropic drugs (36, 4% vs15, 7%; p< 0, 05).","Tỷ lệ mất ổn định huyết động cao hơn ở nhóm QRS ≥ 90 miligiây (36,4% so với 15,7%; p < 0,05).","Thời gian QRS cũng kéo dài hơn (QRS ≥ 90 miligiây) ở bệnh nhân suy tim cấp cần thuốc inotropic (36,4% so với 15,7%; p < 0,05).",42.43678793478546
"Conclusions: The intraventricular conduction delay, or QRS duration, was associated with a higher risk of postoperative hemodynamic instability following coronary surgery.","Kết luận: Sự chậm trễ dẫn truyền trong thất, hayphức bộ QRS rộng có liên quan đến nguy cơ mất ổn định huyết động cao hơn sau phẫu thuật cầu nối chủ vành.","Kết luận: Trễ dẫn đường nội thất, hoặc thời gian QRS, có liên quan đến nguy cơ không ổn định huyết động sau mổ sau mổ vành.",26.13876575097052
Effectiveness of health education intervention on adherence to non - pharmacological treatment among patients with hypertensive at Nam Dinh general hospital,Đánh giá thay đổi tuân thủ một số biện pháp kiểm soát huyết áp không dùng thuốc của người bệnh tăng huyết áp điều trị ngoại trú tại bệnh viện đa khoa tỉnh Nam Định,Hiệu quả can thiệp giáo dục sức khoẻ về tuân thủ điều trị không dược lý ở bệnh nhân tăng huyết áp tại Bệnh viện Đa khoa Nam Định,7.19763293966622
"To describe the situation, change practice the behavior of some measures to control non-pharmacological blood pressure after health education intervention in hypertensive patients on outpatient treatment at Nam Dinh General Hospital in 2016.","Mô tả thực trạng, thay đổi hành vi thực hành một số biện pháp kiểm soát huyết áp không dùng thuốc sau can thiệp giáo dục sức khoẻ ở người bệnh tăng huyết áp đang điều trị ngoại trú tại Bệnh viện Đa khoa tỉnh Nam Định năm 2016.","Để mô tả tình hình, thay đổi thực hành hành hành vi của một số biện pháp kiểm soát huyết áp không lâm sàng sau can thiệp giáo dục sức khoẻ ở bệnh nhân tăng huyết áp điều trị ngoại trú tại Bệnh viện Đa khoa Nam Định năm 2016.",56.75238276767259
Method: The subjects of the study were patients with hypertension over 40 years old who were outpatient treatment at Nam Dinh General Hospital.,Đối tượng và phương pháp nghiên cứu: Đối tượng nghiên cứu là những người bệnh tăng huyết áp trên 40 tuổi điều trị ngoại trú tại Bệnh viện Đa khoa tỉnh Nam Định.,Phương pháp nghiên cứu: Đối tượng nghiên cứu là bệnh nhân tăng huyết áp trên 40 tuổi được điều trị ngoại trú tại Bệnh viện Đa khoa Nam Định.,61.71417671157321
"The 8-week pre-and post intervention study was conducted with 118 patients using available questionnaires about a number of non-pharmacological measures of blood pressure control such as alcohol restriction, tobacco / pipe tobacco use, Sports mode, blood pressure monitoring mode.","Nghiên cứu can thiệp có so sánh trước và sau 8 tuần thực hiện với 118 người bệnh bằng bộ câu hỏi có sẵn về một số biện pháp kiểm soát huyết áp không dùng thuốc như hạn chế rượu bia, sử dụng thuốc lá / thuốc lào, chế độ thể dục thể thao, chế độ theo dõi huyết áp.","Nghiên cứu 8 tuần trước và sau can thiệp được thực hiện trên 118 bệnh nhân sử dụng các câu hỏi có sẵn về một số biện pháp kiểm soát huyết áp không lâm sàng như hạn chế rượu, sử dụng thuốc lá / thuốc lá ống, chế độ thể thao, chế độ theo dõi huyết áp.",55.711089062410835
"Results: The status of non-smoking / pipe tobacco compliance 93, 2%, alcohol and alcohol restriction 89, 8%, exercise and exercise 39, 8%, blood pressure monitoring 8, 5%.","Kết quả: Thực trạng tuân thủ không hút thuốc lá / thuốc lào 93,2%, tuân thủ hạn chế rượu bia 89,8%, tuân thủ tập thể dục thể thao 39,8%, tuân thủ theo dõi huyết áp 8,5%.","Kết quả: Tình trạng tuân thủ không hút thuốc / thuốc lá ống 93,2%, hạn chế rượu và rượu 89,8%, tập thể dục và tập thể dục 39,8%, theo dõi huyết áp 8,5%.",40.03952044112799
"After the intervention, the compliance with non-smoking compliance improved 94, 9%, alcohol restriction 96, 6%, exercise and exercise 54, 2%, follow-up blood pressure 39, 8%.","Sau can thiệp các tuân thủ đều có sự cải thiện cụ thể tuân thủ không hút thuốc 94,9%, tuân thủ hạn chế rượu bia 96,6%, tuân thủ tập thể dục thể thao 54,2%, tuân thủ theo dõi huyết áp 39,8%.","Sau can thiệp, tuân thủ tuân thủ không hút thuốc cải thiện 94,9%, hạn chế rượu 96,6%, tập thể dục và tập thể dục 54,2%, theo dõi huyết áp 39,8%.",34.58334315735359
Identifying genetic mutations causing thalassemia in children at Haiphong children’s hospital,Xác định đột biến gen gây bệnh thalassemia ở trẻ em tại Bệnh viện Trẻ em Hải Phòng,Xác định đột biến di truyền gây thalassemia ở trẻ em tại bệnh viện nhi Hải Phòng,39.04662814436731
"Evaluate the current state of the quality of insured outpatient services (clinical time, patient satisfaction) and evaluate the effectiveness of the LSS improvement in some steps in the process.",Đánh giá thời gian quy trình và sự hài lòng người bệnh với dịch vụ khám chữa bệnh ngoại trú có BHYT và Đánh giá hiệu quả của việc cải tiến bằng mô hình LSS vào một số bước trong quy trình khảo sát.,"Đánh giá tình trạng hiện tại về chất lượng dịch vụ ngoại trú bảo hiểm (giờ lâm sàng, sự hài lòng của bệnh nhân) và đánh giá hiệu quả cải thiện LSS trong một số bước trong quá trình.",12.672339954035918
Result: 32 causes of ineffective activities were identified in two screening procedures.,Xác định và đề xuất giải pháp cho 32 nguyên nhân gây ra các hoạt động không hiệu quả trong 2 quy trình khảo sát.,Kết quả: 32 nguyên nhân gây hoạt động không hiệu quả được xác định trong hai thủ thuật sàng lọc.,24.267420198920693
The goal of improving survey process timing and patient satisfaction is 20%.,Mục tiêu cải thiện thời gian của hai quy trinh khảo sát và sự hài lòng người bệnh là 20%.,Mục tiêu cải thiện thời gian tiến hành khảo sát và sự hài lòng của bệnh nhân là 20%.,55.40882436501211
"After improvements in the Lean Six Sigma model, positive results on the timing of the two procedures were obtained, including the expected length of the registration process (<40 minutes) was improved by 13.8%, the expected length of dosage regimen (<20 minutes) was improved by 22.9%, and the satisfaction level of patients was improved by 11.5%.","Sau cài tiến, thời gian quy trình đăng ký thủ tục khám chữa bệnh mong đợi (< 40 phút) cải thiện 13,8%, thời gian quy trình cấp phát thuốc mong đợi (< 20 phút) cải thiện 22,9% và mức độ hài lòng của người bệnh cải thiện 11,5%.","Sau cải thiện mô hình Lean Six Sigma, đạt được kết quả tích cực về thời gian của hai thủ thuật, bao gồm thời gian dự kiến của quá trình đăng ký (< 40 phút) được cải thiện 13,8%, thời gian dự kiến của chế độ liều (< 20 phút) được cải thiện 22,9%, mức độ hài lòng của bệnh nhân được cải thiện 11,5%.",30.771489404361596
Study the plasma folic acid levels in patients with alcoholic liver cirrhosis,Nghiên cứu nồng độ acid folic huyết tương trên bệnh nhân xơ gan do rượu,Nghiên cứu nồng độ axit folic huyết tương ở bệnh nhân xơ gan do rượu,57.73502691896262
